,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,PB,PT,Temporada,Time
9,2022-05-15,19:00,Série A,Rodada da semana 6,dom,Visitante,D,0.0,1.0,Goiás,68.0,11.07,João Paulo,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,16.0,3.0,,0,0,2022,Santos
11,2022-05-21,18:30,Série A,Rodada da semana 7,sáb,Em casa,E,0.0,0.0,Ceará,51.0,25.797,João Paulo,4-2-3-1,Savio Pereira,Relatório da Partida,,16.0,3.0,,0,0,2022,Santos
13,2022-05-29,16:00,Série A,Rodada da semana 8,dom,Em casa,D,0.0,1.0,Palmeiras,45.0,14.22,João Paulo,4-3-3,Luiz Flávio de Oliveira,Relatório da Partida,,17.0,3.0,,0,0,2022,Santos
14,2022-06-04,19:00,Série A,Rodada da semana 9,sáb,Visitante,E,2.0,2.0,Atl Paranaense,58.0,19.323,João Paulo,4-3-3,Braulio da Silva Machado,Relatório da Partida,,14.0,3.0,,0,0,2022,Santos
15,2022-06-08,21:30,Série A,Rodada da semana 10,qua,Em casa,E,1.0,1.0,Internacional,51.0,8.845,João Paulo,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,22.0,6.0,,0,0,2022,Santos
16,2022-06-11,19:00,Série A,Rodada da semana 11,sáb,Visitante,E,1.0,1.0,Atlético Mineiro,32.0,26.501,João Paulo,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,12.0,6.0,,1,1,2022,Santos
17,2022-06-14,21:30,Série A,Rodada da semana 12,ter,Visitante,V,2.0,1.0,Juventude,66.0,3.025,João Paulo,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,,18.0,9.0,,0,0,2022,Santos
18,2022-06-18,21:00,Série A,Rodada da semana 13,sáb,Em casa,E,2.0,2.0,Bragantino,43.0,10.924,João Paulo,4-2-3-1,Douglas Marques das Flores,Relatório da Partida,,12.0,5.0,,0,0,2022,Santos
19,2022-06-25,19:00,Série A,Rodada da semana 14,sáb,Visitante,E,0.0,0.0,Corinthians,39.0,,Felipe Jonatan,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,7.0,2.0,,0,0,2022,Santos
21,2022-07-02,19:00,Série A,Rodada da semana 15,sáb,Em casa,D,1.0,2.0,Flamengo,45.0,12.464,João Paulo,4-2-3-1,Anderson Daronco,Relatório da Partida,,15.0,7.0,,0,0,2022,Santos
23,2022-07-10,18:00,Série A,Rodada da semana 16,dom,Em casa,V,1.0,0.0,Atl Goianiense,48.0,,João Paulo,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,19.0,5.0,,0,0,2022,Santos
1,2022-04-09,19:00,Série A,Rodada da semana 1,sáb,Visitante,E,1.0,1.0,Atl Goianiense,56.0,10.496,David Luiz,3-2-4-1,Braulio da Silva Machado,Relatório da Partida,,12.0,3.0,,0,0,2022,Flamengo
3,2022-04-17,16:00,Série A,Rodada da semana 2,dom,Em casa,V,3.0,1.0,São Paulo,53.0,54.686,Everton Ribeiro,3-4-3,Anderson Daronco,Relatório da Partida,,19.0,8.0,,0,0,2022,Flamengo
4,2022-04-20,19:30,Série A,Rodada da semana 4,qua,Em casa,E,0.0,0.0,Palmeiras,56.0,69.997,Everton Ribeiro,4-2-3-1,Wilton Sampaio,Relatório da Partida,,17.0,2.0,,0,0,2022,Flamengo
5,2022-04-23,16:30,Série A,Rodada da semana 3,sáb,Visitante,D,0.0,1.0,Atl Paranaense,59.0,22.659,Willian Arão,3-4-3,Raphael Claus,Relatório da Partida,,11.0,6.0,,0,0,2022,Flamengo
8,2022-05-08,11:00,Série A,Rodada da semana 5,dom,Em casa,D,0.0,1.0,Botafogo (RJ),52.0,54.981,Everton Ribeiro,4-2-3-1,Anderson Daronco,Relatório da Partida,,17.0,8.0,,0,0,2022,Flamengo
9,2022-05-14,16:30,Série A,Rodada da semana 6,sáb,Visitante,E,2.0,2.0,Ceará,59.0,52.139,Everton Ribeiro,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,11.0,4.0,,0,0,2022,Flamengo
11,2022-05-21,16:30,Série A,Rodada da semana 7,sáb,Em casa,V,1.0,0.0,Goiás,64.0,4.722,Everton Ribeiro,4-4-2,Braulio da Silva Machado,Relatório da Partida,,12.0,6.0,,0,0,2022,Flamengo
13,2022-05-29,18:00,Série A,Rodada da semana 8,dom,Visitante,V,2.0,1.0,Fluminense,38.0,57.919,Everton Ribeiro,4-2-3-1,Raphael Claus,Relatório da Partida,,7.0,3.0,,0,0,2022,Flamengo
14,2022-06-05,16:00,Série A,Rodada da semana 9,dom,Em casa,D,1.0,2.0,Fortaleza,66.0,63.975,Everton Ribeiro,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,,10.0,3.0,,0,1,2022,Flamengo
15,2022-06-08,20:30,Série A,Rodada da semana 10,qua,Visitante,D,0.0,1.0,Bragantino,68.0,8.627,Everton Ribeiro,4-4-2,Wilton Sampaio,Relatório da Partida,,13.0,3.0,,0,0,2022,Flamengo
16,2022-06-11,21:00,Série A,Rodada da semana 11,sáb,Visitante,D,1.0,3.0,Internacional,68.0,22.392,Everton Ribeiro,4-3-3,Braulio da Silva Machado,Relatório da Partida,,16.0,3.0,,0,0,2022,Flamengo
17,2022-06-15,20:30,Série A,Rodada da semana 12,qua,Em casa,V,2.0,0.0,Cuiabá,63.0,43.93,Everton Ribeiro,4-3-3,Savio Pereira,Relatório da Partida,,15.0,6.0,,0,0,2022,Flamengo
18,2022-06-19,16:00,Série A,Rodada da semana 13,dom,Visitante,D,0.0,2.0,Atlético Mineiro,52.0,55.373,Everton Ribeiro,4-2-3-1,Raphael Claus,Relatório da Partida,,10.0,3.0,,0,0,2022,Flamengo
19,2022-06-25,19:00,Série A,Rodada da semana 14,sáb,Em casa,V,3.0,0.0,América (MG),53.0,42.931,Gabriel Barbosa,4-3-1-2,Ramon Abatti Abel,Relatório da Partida,,23.0,7.0,,0,1,2022,Flamengo
21,2022-07-02,19:00,Série A,Rodada da semana 15,sáb,Visitante,V,2.0,1.0,Santos,55.0,12.464,Everton Ribeiro,4-3-3,Anderson Daronco,Relatório da Partida,,11.0,6.0,,0,0,2022,Flamengo
23,2022-07-10,16:00,Série A,Rodada da semana 16,dom,Visitante,D,0.0,1.0,Corinthians,51.0,44.055,Gabriel Barbosa,4-3-1-2,Ramon Abatti Abel,Relatório da Partida,,12.0,4.0,,0,0,2022,Flamengo
0,2022-04-10,16:00,Série A,Rodada da semana 1,dom,Em casa,D,1.0,3.0,Corinthians,56.0,36.898,Kanu,4-3-3,Wilton Sampaio,Relatório da Partida,,9.0,4.0,,1,1,2022,Botafogo RJ
1,2022-04-17,19:00,Série A,Rodada da semana 2,dom,Visitante,V,3.0,1.0,Ceará,35.0,33.734,Kanu,4-2-3-1,Raphael Claus,Relatório da Partida,,11.0,3.0,,1,1,2022,Botafogo RJ
2,2022-04-24,18:30,Série A,Rodada da semana 3,dom,Visitante,E,1.0,1.0,Atl Goianiense,62.0,4.427,Kanu,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,17.0,2.0,,0,0,2022,Botafogo RJ
3,2022-05-01,11:00,Série A,Rodada da semana 4,dom,Em casa,E,1.0,1.0,Juventude,61.0,34.734,Gatito Fernández,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,17.0,4.0,,1,1,2022,Botafogo RJ
4,2022-05-08,11:00,Série A,Rodada da semana 5,dom,Visitante,V,1.0,0.0,Flamengo,48.0,54.981,Kanu,4-2-3-1,Anderson Daronco,Relatório da Partida,,13.0,8.0,,0,0,2022,Botafogo RJ
5,2022-05-15,18:00,Série A,Rodada da semana 6,dom,Em casa,V,3.0,1.0,Fortaleza,63.0,23.616,Kanu,4-2-3-1,Jefferson Ferreira de Moraes,Relatório da Partida,,12.0,5.0,,0,0,2022,Botafogo RJ
6,2022-05-21,21:00,Série A,Rodada da semana 7,sáb,Visitante,E,1.0,1.0,América (MG),58.0,4.236,Kanu,4-2-3-1,Raphael Claus,Relatório da Partida,,8.0,5.0,,0,0,2022,Botafogo RJ
7,2022-05-29,16:00,Série A,Rodada da semana 8,dom,Visitante,D,0.0,1.0,Coritiba,72.0,20.302,Kanu,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,18.0,3.0,,0,0,2022,Botafogo RJ
8,2022-06-06,20:00,Série A,Rodada da semana 9,seg,Em casa,D,1.0,2.0,Goiás,62.0,30.954,Kanu,4-3-3,Paulo Henrique Schleinch Vollkopf,Relatório da Partida,,16.0,5.0,,0,0,2022,Botafogo RJ
9,2022-06-09,19:00,Série A,Rodada da semana 10,qui,Visitante,D,0.0,4.0,Palmeiras,52.0,33.431,Kanu,4-1-4-1,Anderson Daronco,Relatório da Partida,,12.0,3.0,,0,0,2022,Botafogo RJ
10,2022-06-13,19:00,Série A,Rodada da semana 11,seg,Em casa,D,0.0,1.0,Avaí,51.0,12.627,Kanu,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,21.0,7.0,,0,0,2022,Botafogo RJ
11,2022-06-16,16:00,Série A,Rodada da semana 12,qui,Em casa,V,1.0,0.0,São Paulo,33.0,18.677,Joel Carli,3-4-3,Wilton Sampaio,Relatório da Partida,,17.0,3.0,,0,0,2022,Botafogo RJ
12,2022-06-19,18:00,Série A,Rodada da semana 13,dom,Visitante,V,3.0,2.0,Internacional,22.0,26.219,Joel Carli,3-4-3,Savio Pereira,Relatório da Partida,,10.0,6.0,,0,0,2022,Botafogo RJ
13,2022-06-26,16:00,Série A,Rodada da semana 14,dom,Em casa,D,0.0,1.0,Fluminense,21.0,29.791,Joel Carli,3-4-3,Anderson Daronco,Relatório da Partida,,9.0,1.0,,0,0,2022,Botafogo RJ
14,2022-07-04,20:00,Série A,Rodada da semana 15,seg,Visitante,V,1.0,0.0,Bragantino,36.0,,Kanu,3-4-1-2,Ramon Abatti Abel,Relatório da Partida,,9.0,1.0,,0,0,2022,Botafogo RJ
15,2022-07-10,18:00,Série A,Rodada da semana 16,dom,Visitante,D,0.0,2.0,Cuiabá,53.0,,Joel Carli,3-4-3,Jefferson Ferreira de Moraes,Relatório da Partida,,6.0,2.0,,0,0,2022,Botafogo RJ
1,2022-04-11,20:00,Série A,Rodada da semana 1,seg,Visitante,E,2.0,2.0,Juventude,50.0,3.3,Cleiton Schwengber,4-2-3-1,Rodolpho Toski Marques,Relatório da Partida,,15.0,2.0,,0,0,2022,Bragantino
3,2022-04-17,18:00,Série A,Rodada da semana 2,dom,Em casa,V,4.0,0.0,Atl Goianiense,58.0,2.351,Leo Ortiz,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,,18.0,8.0,,0,0,2022,Bragantino
4,2022-04-23,16:30,Série A,Rodada da semana 3,sáb,Em casa,E,1.0,1.0,São Paulo,33.0,8.04,Cleiton Schwengber,4-4-2,Bruno Arleu de Araujo,Relatório da Partida,,15.0,3.0,,0,0,2022,Bragantino
6,2022-04-30,16:30,Série A,Rodada da semana 4,sáb,Visitante,V,1.0,0.0,Ceará,44.0,23.211,Leo Ortiz,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,18.0,6.0,,0,0,2022,Bragantino
8,2022-05-08,18:00,Série A,Rodada da semana 5,dom,Em casa,D,0.0,1.0,Corinthians,57.0,9.993,Cleiton Schwengber,4-2-3-1,Raphael Claus,Relatório da Partida,,8.0,2.0,,0,0,2022,Bragantino
9,2022-05-11,20:30,Série A,Rodada da semana 7,qua,Em casa,E,1.0,1.0,Atlético Mineiro,38.0,5.222,Leo Ortiz,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,6.0,1.0,,0,0,2022,Bragantino
10,2022-05-14,16:30,Série A,Rodada da semana 6,sáb,Visitante,D,0.0,2.0,Palmeiras,52.0,36.123,Cleiton Schwengber,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,11.0,2.0,,0,0,2022,Bragantino
13,2022-05-28,16:30,Série A,Rodada da semana 8,sáb,Visitante,E,1.0,1.0,Goiás,48.0,6.283,Cleiton Schwengber,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,14.0,4.0,,0,0,2022,Bragantino
14,2022-06-05,19:00,Série A,Rodada da semana 9,dom,Em casa,D,0.0,2.0,Internacional,49.0,3.062,Cleiton Schwengber,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,8.0,2.0,,0,0,2022,Bragantino
15,2022-06-08,20:30,Série A,Rodada da semana 10,qua,Em casa,V,1.0,0.0,Flamengo,32.0,8.627,Leo Ortiz,4-2-3-1,Wilton Sampaio,Relatório da Partida,,12.0,2.0,,0,0,2022,Bragantino
16,2022-06-11,18:00,Série A,Rodada da semana 11,sáb,Visitante,E,1.0,1.0,Cuiabá,57.0,4.476,Leo Ortiz,4-2-3-1,Paulo Roberto Alves Júnior,Relatório da Partida,,8.0,4.0,,0,0,2022,Bragantino
17,2022-06-15,19:00,Série A,Rodada da semana 12,qua,Em casa,V,4.0,2.0,Coritiba,52.0,2.352,Leo Ortiz,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,19.0,7.0,,0,0,2022,Bragantino
18,2022-06-18,21:00,Série A,Rodada da semana 13,sáb,Visitante,E,2.0,2.0,Santos,57.0,10.924,Cleiton Schwengber,4-2-3-1,Douglas Marques das Flores,Relatório da Partida,,18.0,7.0,,0,0,2022,Bragantino
19,2022-06-25,16:30,Série A,Rodada da semana 14,sáb,Visitante,D,2.0,4.0,Atl Paranaense,70.0,16.327,Leo Ortiz,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,23.0,6.0,,1,1,2022,Bragantino
20,2022-07-04,20:00,Série A,Rodada da semana 15,seg,Em casa,D,0.0,1.0,Botafogo (RJ),64.0,,Leo Ortiz,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,18.0,6.0,,0,0,2022,Bragantino
21,2022-07-09,16:30,Série A,Rodada da semana 16,sáb,Em casa,V,4.0,0.0,Avaí,46.0,,Leo Ortiz,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,37.0,13.0,,0,0,2022,Bragantino
0,2022-04-10,11:00,Série A,Rodada da semana 1,dom,Visitante,D,0.0,3.0,Coritiba,49.0,17.788,Elvis Vieira Araújo,4-4-2,Raphael Claus,Relatório da Partida,,7.0,0.0,,0,0,2022,Goias
1,2022-04-16,16:30,Série A,Rodada da semana 2,sáb,Em casa,E,1.0,1.0,Palmeiras,25.0,12.864,Tadeu,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,9.0,6.0,,0,0,2022,Goias
2,2022-04-25,20:00,Série A,Rodada da semana 3,seg,Visitante,D,2.0,3.0,Avaí,59.0,5.883,Fellipe Bastos,4-3-3,Antonio Dib Moraes de Sousa,Relatório da Partida,,18.0,5.0,,1,1,2022,Goias
3,2022-04-30,18:30,Série A,Rodada da semana 4,sáb,Em casa,E,2.0,2.0,Atlético Mineiro,31.0,10.165,Tadeu,5-4-1,Bruno Arleu de Araujo,Relatório da Partida,,7.0,2.0,,1,1,2022,Goias
4,2022-05-08,16:00,Série A,Rodada da semana 5,dom,Visitante,V,1.0,0.0,Atl Goianiense,24.0,5.431,Tadeu,5-4-1,Wagner do Nascimento Magalhães,Relatório da Partida,,6.0,3.0,,0,0,2022,Goias
5,2022-05-15,19:00,Série A,Rodada da semana 6,dom,Em casa,V,1.0,0.0,Santos,32.0,11.07,Tadeu,5-4-1,Marcelo de Lima Henrique,Relatório da Partida,,10.0,5.0,,1,1,2022,Goias
6,2022-05-21,16:30,Série A,Rodada da semana 7,sáb,Visitante,D,0.0,1.0,Flamengo,36.0,4.722,Tadeu,5-4-1,Braulio da Silva Machado,Relatório da Partida,,3.0,0.0,,0,0,2022,Goias
7,2022-05-28,16:30,Série A,Rodada da semana 8,sáb,Em casa,E,1.0,1.0,Bragantino,52.0,6.283,Tadeu,5-4-1,Ramon Abatti Abel,Relatório da Partida,,17.0,2.0,,0,0,2022,Goias
8,2022-06-06,20:00,Série A,Rodada da semana 9,seg,Visitante,V,2.0,1.0,Botafogo (RJ),38.0,30.954,Tadeu,5-4-1,Paulo Henrique Schleinch Vollkopf,Relatório da Partida,,11.0,4.0,,0,0,2022,Goias
9,2022-06-09,20:00,Série A,Rodada da semana 10,qui,Visitante,E,1.0,1.0,Fortaleza,49.0,30.017,Tadeu,5-4-1,Bruno Arleu de Araujo,Relatório da Partida,,12.0,2.0,,0,0,2022,Goias
10,2022-06-12,16:00,Série A,Rodada da semana 11,dom,Em casa,E,1.0,1.0,Ceará,49.0,9.011,Tadeu,3-4-3,Wagner do Nascimento Magalhães,Relatório da Partida,,12.0,4.0,,1,1,2022,Goias
11,2022-06-15,20:30,Série A,Rodada da semana 12,qua,Em casa,D,1.0,2.0,Internacional,53.0,8.892,Tadeu,3-4-3,Caio Max Augusto Vieira,Relatório da Partida,,6.0,2.0,,0,0,2022,Goias
12,2022-06-19,16:00,Série A,Rodada da semana 13,dom,Visitante,D,0.0,1.0,Corinthians,34.0,35.9,Tadeu,4-4-2,Braulio da Silva Machado,Relatório da Partida,,9.0,2.0,,0,0,2022,Goias
13,2022-06-26,18:00,Série A,Rodada da semana 14,dom,Em casa,V,1.0,0.0,Cuiabá,46.0,8.871,Tadeu,3-4-3,Rodolpho Toski Marques,Relatório da Partida,,15.0,5.0,,0,0,2022,Goias
14,2022-07-03,18:00,Série A,Rodada da semana 15,dom,Visitante,D,0.0,1.0,América (MG),48.0,,Tadeu,3-4-3,Caio Max Augusto Vieira,Relatório da Partida,,21.0,3.0,,0,0,2022,Goias
15,2022-07-09,20:30,Série A,Rodada da semana 16,sáb,Em casa,V,2.0,1.0,Atl Paranaense,35.0,,Tadeu,3-5-2,Raphael Claus,Relatório da Partida,,11.0,3.0,,0,0,2022,Goias
1,2022-04-10,18:00,Série A,Rodada da semana 1,dom,Visitante,V,1.0,0.0,Fortaleza,35.0,18.279,Rodriguinho Marinho,4-4-2,Felipe Fernandes de Lima,Relatório da Partida,,9.0,4.0,,0,0,2022,Cuiaba
3,2022-04-16,20:00,Série A,Rodada da semana 2,sáb,Em casa,D,0.0,1.0,Fluminense,39.0,10.791,Paulão,4-4-2,Savio Pereira,Relatório da Partida,,5.0,1.0,,0,0,2022,Cuiaba
4,2022-04-24,18:00,Série A,Rodada da semana 3,dom,Visitante,V,1.0,0.0,Juventude,43.0,3.92,Walter,4-4-2,Paulo Roberto Alves Júnior,Relatório da Partida,,10.0,4.0,,1,1,2022,Cuiaba
6,2022-04-30,18:00,Série A,Rodada da semana 4,sáb,Em casa,E,1.0,1.0,Atl Goianiense,51.0,4.517,Walter,4-2-3-1,Douglas Marques das Flores,Relatório da Partida,,17.0,5.0,,0,0,2022,Cuiaba
8,2022-05-08,18:00,Série A,Rodada da semana 5,dom,Visitante,D,1.0,4.0,Santos,53.0,7.256,Walter,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,16.0,3.0,,0,0,2022,Cuiaba
9,2022-05-15,16:00,Série A,Rodada da semana 6,dom,Visitante,D,1.0,2.0,São Paulo,27.0,27.511,Walter,4-2-3-1,Alexandre Vargas Tavares de Jesus,Relatório da Partida,,6.0,3.0,,0,0,2022,Cuiaba
11,2022-05-21,20:00,Série A,Rodada da semana 7,sáb,Em casa,E,1.0,1.0,Internacional,42.0,7.968,Walter,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,11.0,3.0,,0,0,2022,Cuiaba
13,2022-05-29,17:00,Série A,Rodada da semana 8,dom,Em casa,D,0.0,1.0,Atl Paranaense,58.0,4.539,Walter,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,10.0,0.0,,0,0,2022,Cuiaba
14,2022-06-04,16:30,Série A,Rodada da semana 9,sáb,Visitante,D,1.0,2.0,América (MG),48.0,2.72,Uendel,4-2-3-1,Raphael Claus,Relatório da Partida,,5.0,2.0,,0,0,2022,Cuiaba
15,2022-06-07,20:30,Série A,Rodada da semana 10,ter,Em casa,V,1.0,0.0,Corinthians,39.0,22.129,Uendel,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,11.0,4.0,,0,0,2022,Cuiaba
16,2022-06-11,18:00,Série A,Rodada da semana 11,sáb,Em casa,E,1.0,1.0,Bragantino,43.0,4.476,Walter,4-3-3,Paulo Roberto Alves Júnior,Relatório da Partida,,19.0,5.0,,1,1,2022,Cuiaba
17,2022-06-15,20:30,Série A,Rodada da semana 12,qua,Visitante,D,0.0,2.0,Flamengo,37.0,43.93,Walter,4-4-2,Savio Pereira,Relatório da Partida,,6.0,1.0,,0,0,2022,Cuiaba
18,2022-06-18,18:00,Série A,Rodada da semana 13,sáb,Em casa,E,0.0,0.0,Ceará,46.0,7.512,Walter,4-4-2,Flavio Rodrigues De Souza,Relatório da Partida,,14.0,1.0,,0,0,2022,Cuiaba
19,2022-06-26,18:00,Série A,Rodada da semana 14,dom,Visitante,D,0.0,1.0,Goiás,54.0,8.871,Walter,4-3-3,Rodolpho Toski Marques,Relatório da Partida,,13.0,2.0,,0,0,2022,Cuiaba
20,2022-07-03,11:00,Série A,Rodada da semana 15,dom,Visitante,V,2.0,1.0,Avaí,40.0,,Walter,4-1-4-1,Jean Pierre Goncalves Lima,Relatório da Partida,,13.0,3.0,,0,0,2022,Cuiaba
21,2022-07-10,18:00,Série A,Rodada da semana 16,dom,Em casa,V,2.0,0.0,Botafogo (RJ),47.0,,Walter,4-1-4-1,Jefferson Ferreira de Moraes,Relatório da Partida,,14.0,6.0,,0,0,2022,Cuiaba
0,2022-04-10,11:00,Série A,Rodada da semana 1,dom,Em casa,V,3.0,0.0,Goiás,51.0,17.788,Willian Farias,4-2-3-1,Raphael Claus,Relatório da Partida,,17.0,9.0,,0,0,2022,Coritiba
1,2022-04-17,11:00,Série A,Rodada da semana 2,dom,Visitante,D,1.0,2.0,Santos,65.0,13.051,Willian Farias,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,22.0,6.0,,1,1,2022,Coritiba
2,2022-04-23,21:00,Série A,Rodada da semana 3,sáb,Visitante,E,2.0,2.0,Atlético Mineiro,39.0,19.974,Willian Farias,4-2-3-1,Savio Pereira,Relatório da Partida,,11.0,4.0,,0,0,2022,Coritiba
3,2022-05-01,16:00,Série A,Rodada da semana 4,dom,Em casa,V,3.0,2.0,Fluminense,55.0,24.622,Willian Farias,4-2-3-1,Raphael Claus,Relatório da Partida,,20.0,8.0,,1,1,2022,Coritiba
4,2022-05-09,20:00,Série A,Rodada da semana 5,seg,Visitante,D,1.0,2.0,Avaí,42.0,8.548,Willian Farias,4-2-3-1,Jefferson Ferreira de Moraes,Relatório da Partida,,8.0,4.0,,0,0,2022,Coritiba
5,2022-05-15,17:30,Série A,Rodada da semana 6,dom,Em casa,V,1.0,0.0,América (MG),58.0,19.04,Willian Farias,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,17.0,7.0,,0,0,2022,Coritiba
6,2022-05-21,16:30,Série A,Rodada da semana 7,sáb,Visitante,D,0.0,2.0,Atl Goianiense,43.0,4.676,Willian Farias,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,14.0,6.0,,0,0,2022,Coritiba
7,2022-05-29,16:00,Série A,Rodada da semana 8,dom,Em casa,V,1.0,0.0,Botafogo (RJ),28.0,20.302,Willian Farias,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,15.0,5.0,,0,0,2022,Coritiba
8,2022-06-04,19:00,Série A,Rodada da semana 9,sáb,Visitante,E,1.0,1.0,Ceará,49.0,27.602,Willian Farias,4-2-3-1,Flavio Rodrigues De Souza,Relatório da Partida,,14.0,6.0,,0,0,2022,Coritiba
9,2022-06-09,20:00,Série A,Rodada da semana 10,qui,Em casa,E,1.0,1.0,São Paulo,40.0,,Henrique,4-2-3-1,Wagner do Nascimento Magalhães,Relatório da Partida,,11.0,2.0,,0,0,2022,Coritiba
10,2022-06-12,18:00,Série A,Rodada da semana 11,dom,Em casa,D,0.0,2.0,Palmeiras,47.0,27.356,Henrique,5-4-1,Leandro Pedro Vuaden,Relatório da Partida,,11.0,4.0,,0,0,2022,Coritiba
11,2022-06-15,19:00,Série A,Rodada da semana 12,qua,Visitante,D,2.0,4.0,Bragantino,48.0,2.352,Luciano Castán,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,16.0,5.0,,0,0,2022,Coritiba
12,2022-06-19,16:00,Série A,Rodada da semana 13,dom,Em casa,D,0.0,1.0,Atl Paranaense,61.0,22.609,Willian Farias,4-2-3-1,Luiz Flávio de Oliveira,Relatório da Partida,,24.0,3.0,,0,0,2022,Coritiba
13,2022-06-24,21:30,Série A,Rodada da semana 14,sex,Visitante,D,0.0,3.0,Internacional,44.0,13.454,Willian Farias,4-2-3-1,Jefferson Ferreira de Moraes,Relatório da Partida,,14.0,4.0,,0,0,2022,Coritiba
14,2022-07-03,18:00,Série A,Rodada da semana 15,dom,Em casa,V,2.0,1.0,Fortaleza,38.0,,Willian Farias,4-2-3-1,Felipe Fernandes de Lima,Relatório da Partida,,11.0,4.0,,0,0,2022,Coritiba
15,2022-07-10,11:00,Série A,Rodada da semana 16,dom,Em casa,E,2.0,2.0,Juventude,48.0,,Willian Farias,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,19.0,2.0,,0,0,2022,Coritiba
5,2022-04-10,19:00,Série A,Rodada da semana 1,dom,Visitante,D,0.0,1.0,Avaí,42.0,5.081,Juninho,4-1-4-1,Luiz Flávio de Oliveira,Relatório da Partida,,7.0,1.0,,0,0,2022,America MG
7,2022-04-16,19:00,Série A,Rodada da semana 2,sáb,Em casa,V,4.0,1.0,Juventude,46.0,1.559,Juninho,4-1-4-1,Ramon Abatti Abel,Relatório da Partida,,22.0,9.0,,1,1,2022,America MG
8,2022-04-24,16:00,Série A,Rodada da semana 3,dom,Visitante,D,0.0,3.0,Santos,61.0,10.374,Juninho,4-1-4-1,Wilton Sampaio,Relatório da Partida,,19.0,2.0,,0,0,2022,America MG
10,2022-04-30,16:30,Série A,Rodada da semana 4,sáb,Em casa,V,1.0,0.0,Atl Paranaense,46.0,2.433,Juninho,4-1-4-1,Jefferson Ferreira de Moraes,Relatório da Partida,,7.0,3.0,,0,0,2022,America MG
12,2022-05-07,16:30,Série A,Rodada da semana 5,sáb,Visitante,V,2.0,1.0,Atlético Mineiro,31.0,14.629,Juninho,4-1-4-1,Wilton Sampaio,Relatório da Partida,,12.0,9.0,,1,1,2022,America MG
13,2022-05-15,17:30,Série A,Rodada da semana 6,dom,Visitante,D,0.0,1.0,Coritiba,42.0,19.04,Patric Cabral Lalau,3-1-4-2,Bruno Arleu de Araujo,Relatório da Partida,,9.0,2.0,,0,0,2022,America MG
15,2022-05-21,21:00,Série A,Rodada da semana 7,sáb,Em casa,E,1.0,1.0,Botafogo (RJ),42.0,4.236,Felipe Azevedo,4-4-2,Raphael Claus,Relatório da Partida,,12.0,4.0,,0,0,2022,America MG
17,2022-05-29,18:00,Série A,Rodada da semana 8,dom,Visitante,E,1.0,1.0,Corinthians,37.0,34.922,Juninho,4-1-4-1,Anderson Daronco,Relatório da Partida,,13.0,5.0,,0,0,2022,America MG
18,2022-06-04,16:30,Série A,Rodada da semana 9,sáb,Em casa,V,2.0,1.0,Cuiabá,52.0,2.72,Juninho,4-1-4-1,Raphael Claus,Relatório da Partida,,16.0,6.0,,0,0,2022,America MG
19,2022-06-08,19:00,Série A,Rodada da semana 10,qua,Em casa,D,0.0,2.0,Ceará,57.0,2.132,Juninho,4-1-4-1,Douglas Marques das Flores,Relatório da Partida,,16.0,3.0,,0,0,2022,America MG
